EDAD_VICTIMA,FECHA,FECHA_AA,FECHA_DD,FECHA_DECESO,FECHA_MM,ID,ROL_VICTIMA,SEXO_VICTIMA,VH_VICTIMA
SD,10/9/2017,2017,10,13/9/2017,9,2017-0112,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO
76,11/9/2017,2017,11,11/9/2017,9,2017-0113,PEATON,FEMENINO,PEATON
26,15/9/2017,2017,15,15/9/2017,9,2017-0114,CONDUCTOR,MASCULINO,AUTO
34,19/9/2017,2017,19,SD,9,2017-0115,CONDUCTOR,MASCULINO,MOTO
22,20/9/2017,2017,20,20/9/2017,9,2017-0116,CONDUCTOR,MASCULINO,MOTO
26,22/9/2017,2017,22,29/9/2017,9,2017-0118,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO
20,2/10/2017,2017,2,2/10/2017,10,2017-0120,CONDUCTOR,MASCULINO,MOTO
36,10/10/2017,2017,10,10/10/2017,10,2017-0123,PEATON,FEMENINO,PEATON
51,12/10/2017,2017,12,12/10/2017,10,2017-0124,CONDUCTOR,MASCULINO,MOTO
29,13/10/2017,2017,13,13/10/2017,10,2017-0125,CONDUCTOR,MASCULINO,MOTO
36,14/10/2017,2017,14,14/10/2017,10,2017-0126,CONDUCTOR,MASCULINO,AUTO
39,14/10/2017,2017,14,SD,10,2017-0126,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO
24,16/10/2017,2017,16,16/10/2017,10,2017-0127,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
60,17/10/2017,2017,17,17/10/2017,10,2017-0128,PEATON,FEMENINO,PEATON
57,26/10/2017,2017,26,26/10/2017,10,2017-0129,CONDUCTOR,MASCULINO,MOTO
23,27/10/2017,2017,27,27/10/2017,10,2017-0130,CONDUCTOR,MASCULINO,AUTO
23,30/10/2017,2017,30,30/10/2017,10,2017-0132,CONDUCTOR,MASCULINO,MOTO
47,6/11/2017,2017,6,6/11/2017,11,2017-0134,PEATON,FEMENINO,PEATON
24,7/11/2017,2017,7,7/11/2017,11,2017-0135,CONDUCTOR,MASCULINO,MOTO
55,16/11/2017,2017,16,16/11/2017,11,2017-0136,PEATON,MASCULINO,PEATON
60,17/11/2017,2017,17,17/11/2017,11,2017-0137,PEATON,FEMENINO,PEATON
25,19/11/2017,2017,19,19/11/2017,11,2017-0138,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
15,19/11/2017,2017,19,19/11/2017,11,2017-0139,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO
24,19/11/2017,2017,19,19/11/2017,11,2017-0140,CONDUCTOR,MASCULINO,MOTO
22,23/11/2017,2017,23,23/11/2017,11,2017-0141,PEATON,FEMENINO,PEATON
50,25/11/2017,2017,25,25/11/2017,11,2017-0143,CONDUCTOR,MASCULINO,AUTO
50,26/11/2017,2017,26,26/11/2017,11,2017-0144,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO
58,26/11/2017,2017,26,26/11/2017,11,2017-0145,CONDUCTOR,MASCULINO,MOTO
49,28/11/2017,2017,28,28/11/2017,11,2017-0147,CONDUCTOR,MASCULINO,MOTO
82,29/11/2017,2017,29,29/11/2017,11,2017-0148,PEATON,FEMENINO,PEATON
13,30/11/2017,2017,30,30/11/2017,11,2017-0149,PEATON,MASCULINO,PEATON
56,4/12/2017,2017,4,4/12/2017,12,2017-0150,PEATON,MASCULINO,PEATON
SD,4/12/2017,2017,4,4/12/2017,12,2017-0151,PEATON,MASCULINO,PEATON
19,6/12/2017,2017,6,6/12/2017,12,2017-0152,CICLISTA,MASCULINO,BICICLETA
30,11/12/2017,2017,11,12/12/2017,12,2017-0153,CONDUCTOR,MASCULINO,MOTO
SD,11/12/2017,2017,11,12/12/2017,12,2017-0153,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
76,11/12/2017,2017,11,11/12/2017,12,2017-0154,PEATON,MASCULINO,PEATON
77,12/12/2017,2017,12,SD,12,2017-0155,SD,MASCULINO,SD
53,17/12/2017,2017,17,17/12/2017,12,2017-0157,CONDUCTOR,MASCULINO,AUTO
32,18/12/2017,2017,18,18/12/2017,12,2017-0158,CONDUCTOR,MASCULINO,MOTO
27,20/12/2017,2017,20,20/12/2017,12,2017-0159,CONDUCTOR,MASCULINO,MOTO
30,22/12/2017,2017,22,22/12/2017,12,2017-0160,PEATON,FEMENINO,PEATON
30,26/12/2017,2017,26,26/12/2017,12,2017-0161,PEATON,FEMENINO,PEATON
83,1/1/2018,2018,1,2/1/2018,1,2018-0001,PEATON,MASCULINO,PEATON
26,3/1/2018,2018,3,3/1/2018,1,2018-0002,CICLISTA,FEMENINO,BICICLETA
58,5/1/2018,2018,5,5/1/2018,1,2018-0003,PEATON,FEMENINO,PEATON
39,9/1/2018,2018,9,9/1/2018,1,2018-0004,CONDUCTOR,MASCULINO,MOTO
54,9/1/2018,2018,9,9/1/2018,1,2018-0005,PEATON,MASCULINO,PEATON
45,10/1/2018,2018,10,10/1/2018,1,2018-0006,CICLISTA,FEMENINO,BICICLETA
46,11/1/2018,2018,11,11/1/2018,1,2018-0007,CONDUCTOR,MASCULINO,AUTO
32,12/1/2018,2018,12,12/1/2018,1,2018-0008,CONDUCTOR,FEMENINO,MOTO
19,14/1/2018,2018,14,14/1/2018,1,2018-0009,CONDUCTOR,MASCULINO,MOTO
40,18/1/2018,2018,18,18/1/2018,1,2018-0010,CONDUCTOR,MASCULINO,MOTO
84,19/1/2018,2018,19,19/1/2018,1,2018-0011,PEATON,MASCULINO,PEATON
20,26/1/2018,2018,26,26/1/2018,1,2018-0012,CONDUCTOR,MASCULINO,MOTO
44,28/1/2018,2018,28,28/1/2018,1,2018-0013,CONDUCTOR,MASCULINO,MOTO
SD,31/1/2018,2018,31,4/2/2018,1,2018-0014,PEATON,MASCULINO,PEATON
19,6/2/2018,2018,6,6/2/2018,2,2018-0015,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
28,6/2/2018,2018,6,6/2/2018,2,2018-0015,CONDUCTOR,MASCULINO,MOTO
31,15/2/2018,2018,15,15/2/2018,2,2018-0016,CONDUCTOR,MASCULINO,MOTO
35,17/2/2018,2018,17,20/2/2018,2,2018-0017,PEATON,MASCULINO,PEATON
26,17/2/2018,2018,17,17/2/2018,2,2018-0018,CONDUCTOR,MASCULINO,MOTO
80,17/2/2018,2018,17,17/2/2018,2,2018-0019,PEATON,FEMENINO,PEATON
26,19/2/2018,2018,19,19/2/2018,2,2018-0020,CONDUCTOR,MASCULINO,MOTO
62,22/2/2018,2018,22,22/2/2018,2,2018-0021,PEATON,FEMENINO,PEATON
28,24/2/2018,2018,24,24/2/2018,2,2018-0022,CONDUCTOR,MASCULINO,MOTO
28,24/2/2018,2018,24,24/2/2018,2,2018-0023,CONDUCTOR,MASCULINO,MOTO
70,28/2/2018,2018,28,28/2/2018,2,2018-0024,PEATON,MASCULINO,PEATON
70,4/3/2018,2018,4,5/3/2018,3,2018-0025,PEATON,MASCULINO,PEATON
24,9/3/2018,2018,9,9/3/2018,3,2018-0026,CONDUCTOR,MASCULINO,MOVIL
30,9/3/2018,2018,9,9/3/2018,3,2018-0026,PASAJERO_ACOMPAÑANTE,MASCULINO,MOVIL
74,11/3/2018,2018,11,11/3/2018,3,2018-0027,PEATON,FEMENINO,PEATON
71,13/3/2018,2018,13,13/3/2018,3,2018-0028,PEATON,MASCULINO,PEATON
26,15/3/2018,2018,15,15/3/2018,3,2018-0029,CONDUCTOR,MASCULINO,MOTO
24,20/3/2018,2018,20,20/3/2018,3,2018-0030,CONDUCTOR,MASCULINO,MOTO
31,28/3/2018,2018,28,28/3/2018,3,2018-0031,CONDUCTOR,MASCULINO,MOTO
70,2/4/2018,2018,2,2/4/2018,4,2018-0032,PEATON,MASCULINO,PEATON
42,7/4/2018,2018,7,10/4/2018,4,2018-0033,CONDUCTOR,FEMENINO,MOTO
24,11/4/2018,2018,11,11/4/2018,4,2018-0034,PEATON,MASCULINO,PEATON
39,12/4/2018,2018,12,12/4/2018,4,2018-0035,PEATON,FEMENINO,PEATON
37,13/4/2018,2018,13,15/4/2018,4,2018-0036,CONDUCTOR,MASCULINO,MOTO
84,18/4/2018,2018,18,19/4/2018,4,2018-0037,PEATON,MASCULINO,PEATON
59,20/4/2018,2018,20,20/4/2018,4,2018-0038,PEATON,FEMENINO,PEATON
61,20/4/2018,2018,20,20/4/2018,4,2018-0038,PEATON,MASCULINO,PEATON
37,21/4/2018,2018,21,21/4/2018,4,2018-0039,PEATON,MASCULINO,PEATON
SD,27/4/2018,2018,27,27/4/2018,4,2018-0040,PEATON,FEMENINO,PEATON
78,27/4/2018,2018,27,27/4/2018,4,2018-0041,PEATON,FEMENINO,PEATON
23,27/4/2018,2018,27,27/4/2018,4,2018-0042,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
25,28/4/2018,2018,28,29/4/2018,4,2018-0043,CONDUCTOR,MASCULINO,MOTO
50,28/4/2018,2018,28,28/4/2018,4,2018-0044,PEATON,FEMENINO,PEATON
60,30/4/2018,2018,30,30/4/2018,4,2018-0045,CONDUCTOR,MASCULINO,AUTO
11,2/5/2018,2018,2,2/5/2018,5,2018-0046,PEATON,MASCULINO,PEATON
82,8/5/2018,2018,8,9/5/2018,5,2018-0047,PEATON,MASCULINO,PEATON
57,9/5/2018,2018,9,16/5/2018,5,2018-0048,PEATON,MASCULINO,PEATON
40,11/5/2018,2018,11,13/5/2018,5,2018-0049,PEATON,FEMENINO,PEATON
47,14/5/2018,2018,14,24/5/2018,5,2018-0050,PEATON,FEMENINO,PEATON
57,15/5/2018,2018,15,15/5/2018,5,2018-0051,PEATON,FEMENINO,PEATON
78,18/5/2018,2018,18,19/5/2018,5,2018-0052,PEATON,MASCULINO,PEATON
43,20/5/2018,2018,20,20/5/2018,5,2018-0053,CONDUCTOR,MASCULINO,MOTO
86,22/5/2018,2018,22,25/5/2018,5,2018-0054,PEATON,FEMENINO,PEATON
21,29/5/2018,2018,29,29/5/2018,5,2018-0055,CONDUCTOR,MASCULINO,MOTO
69,2/6/2018,2018,2,4/6/2018,6,2018-0056,PEATON,FEMENINO,PEATON
33,3/6/2018,2018,3,4/6/2018,6,2018-0057,CONDUCTOR,MASCULINO,MOTO
26,3/6/2018,2018,3,13/6/2018,6,2018-0058,CONDUCTOR,MASCULINO,MOTO
54,8/6/2018,2018,8,8/6/2018,6,2018-0059,CONDUCTOR,MASCULINO,MOTO
51,8/6/2018,2018,8,8/6/2018,6,2018-0060,PEATON,MASCULINO,PEATON
51,10/6/2018,2018,10,10/6/2018,6,2018-0061,CONDUCTOR,MASCULINO,MOTO
32,14/6/2018,2018,14,14/6/2018,6,2018-0062,PEATON,MASCULINO,PEATON
28,16/6/2018,2018,16,17/6/2018,6,2018-0063,PEATON,FEMENINO,PEATON
30,25/6/2018,2018,25,25/6/2018,6,2018-0064,CONDUCTOR,MASCULINO,AUTO
35,26/6/2018,2018,26,26/6/2018,6,2018-0065,CONDUCTOR,MASCULINO,MOTO
73,28/6/2018,2018,28,28/6/2018,6,2018-0066,PEATON,MASCULINO,PEATON
81,29/6/2018,2018,29,6/7/2018,6,2018-0067,PASAJERO_ACOMPAÑANTE,FEMENINO,PASAJEROS
21,1/7/2018,2018,1,1/7/2018,7,2018-0068,CONDUCTOR,MASCULINO,MOTO
20,4/7/2018,2018,4,4/7/2018,7,2018-0069,CICLISTA,MASCULINO,BICICLETA
33,7/7/2018,2018,7,7/7/2018,7,2018-0070,CONDUCTOR,MASCULINO,MOTO
SD,10/7/2018,2018,10,10/7/2018,7,2018-0071,CONDUCTOR,MASCULINO,MOTO
27,11/7/2018,2018,11,13/7/2018,7,2018-0072,CONDUCTOR,MASCULINO,MOTO
67,11/7/2018,2018,11,11/7/2018,7,2018-0073,PEATON,FEMENINO,PEATON
25,14/7/2018,2018,14,14/7/2018,7,2018-0074,CONDUCTOR,MASCULINO,AUTO
23,15/7/2018,2018,15,15/7/2018,7,2018-0075,PEATON,MASCULINO,PEATON
73,16/7/2018,2018,16,16/7/2018,7,2018-0076,CONDUCTOR,MASCULINO,AUTO
58,16/7/2018,2018,16,17/7/2018,7,2018-0077,CONDUCTOR,MASCULINO,AUTO
27,21/7/2018,2018,21,21/7/2018,7,2018-0078,PEATON,MASCULINO,PEATON
SD,23/7/2018,2018,23,23/7/2018,7,2018-0079,PEATON,MASCULINO,PEATON
26,25/7/2018,2018,25,25/7/2018,7,2018-0080,PEATON,MASCULINO,PEATON
35,29/7/2018,2018,29,29/7/2018,7,2018-0081,PEATON,MASCULINO,PEATON
17,1/8/2018,2018,1,1/8/2018,8,2018-0082,CONDUCTOR,FEMENINO,MOTO
SD,2/8/2018,2018,2,2/8/2018,8,2018-0083,CONDUCTOR,MASCULINO,MOTO
45,3/8/2018,2018,3,3/8/2018,8,2018-0084,PEATON,MASCULINO,PEATON
22,3/8/2018,2018,3,3/8/2018,8,2018-0085,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO
30,3/8/2018,2018,3,3/8/2018,8,2018-0085,CONDUCTOR,MASCULINO,MOTO
40,10/8/2018,2018,10,10/8/2018,8,2018-0086,PEATON,MASCULINO,PEATON
75,15/8/2018,2018,15,20/8/2018,8,2018-0087,PEATON,MASCULINO,PEATON
SD,17/8/2018,2018,17,17/8/2018,8,2018-0088,CONDUCTOR,MASCULINO,MOTO
80,17/8/2018,2018,17,17/8/2018,8,2018-0089,PEATON,MASCULINO,PEATON
27,18/8/2018,2018,18,18/8/2018,8,2018-0090,CONDUCTOR,MASCULINO,MOTO
23,19/8/2018,2018,19,19/8/2018,8,2018-0091,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO
23,20/8/2018,2018,20,20/8/2018,8,2018-0092,CONDUCTOR,MASCULINO,MOTO
24,20/8/2018,2018,20,20/8/2018,8,2018-0093,PEATON,MASCULINO,PEATON
32,23/8/2018,2018,23,23/8/2018,8,2018-0094,CONDUCTOR,MASCULINO,MOTO
49,26/8/2018,2018,26,26/8/2018,8,2018-0095,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO
39,31/8/2018,2018,31,31/8/2018,8,2018-0096,PEATON,MASCULINO,PEATON
35,2/9/2018,2018,2,2/9/2018,9,2018-0097,CONDUCTOR,FEMENINO,AUTO
54,9/9/2018,2018,9,9/9/2018,9,2018-0098,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO
55,9/9/2018,2018,9,9/9/2018,9,2018-0098,CONDUCTOR,MASCULINO,AUTO
18,12/9/2018,2018,12,13/9/2018,9,2018-0099,PEATON,MASCULINO,PEATON
33,20/9/2018,2018,20,20/9/2018,9,2018-0100,SD,FEMENINO,MOTO
SD,21/9/2018,2018,21,21/9/2018,9,2018-0101,CONDUCTOR,MASCULINO,AUTO
20,21/9/2018,2018,21,21/9/2018,9,2018-0102,CONDUCTOR,MASCULINO,MOTO
1,27/9/2018,2018,27,29/9/2018,9,2018-0103,PEATON,MASCULINO,PEATON
22,1/10/2018,2018,1,1/10/2018,10,2018-0104,CONDUCTOR,MASCULINO,MOTO
56,3/10/2018,2018,3,3/10/2018,10,2018-0105,PEATON,FEMENINO,PEATON
27,4/10/2018,2018,4,4/10/2018,10,2018-0106,CONDUCTOR,MASCULINO,MOTO
62,6/10/2018,2018,6,6/10/2018,10,2018-0107,PEATON,FEMENINO,PEATON
37,9/10/2018,2018,9,10/10/2018,10,2018-0108,CONDUCTOR,MASCULINO,MOTO
34,10/10/2018,2018,10,10/10/2018,10,2018-0109,PEATON,MASCULINO,PEATON
60,13/10/2018,2018,13,14/10/2018,10,2018-0110,PEATON,MASCULINO,PEATON
28,19/10/2018,2018,19,19/10/2018,10,2018-0111,CONDUCTOR,MASCULINO,MOTO
28,24/10/2018,2018,24,24/10/2018,10,2018-0112,CONDUCTOR,FEMENINO,MOTO
20,25/10/2018,2018,25,25/10/2018,10,2018-0113,CONDUCTOR,MASCULINO,MOTO
23,30/10/2018,2018,30,30/10/2018,10,2018-0114,CONDUCTOR,MASCULINO,MOTO
42,31/10/2018,2018,31,1/11/2018,10,2018-0115,PEATON,MASCULINO,PEATON
48,1/11/2018,2018,1,8/11/2018,11,2018-0116,PEATON,MASCULINO,PEATON
30,4/11/2018,2018,4,8/11/2018,11,2018-0117,CONDUCTOR,MASCULINO,MOTO
80,5/11/2018,2018,5,5/11/2018,11,2018-0118,PEATON,FEMENINO,PEATON
32,5/11/2018,2018,5,6/11/2018,11,2018-0119,PEATON,FEMENINO,PEATON
51,9/11/2018,2018,9,20/11/2018,11,2018-0120,PEATON,FEMENINO,PEATON
72,9/11/2018,2018,9,9/11/2018,11,2018-0121,PEATON,FEMENINO,PEATON
33,12/11/2018,2018,12,12/11/2018,11,2018-0122,CONDUCTOR,MASCULINO,AUTO
25,12/11/2018,2018,12,12/11/2018,11,2018-0123,CONDUCTOR,MASCULINO,AUTO
44,15/11/2018,2018,15,15/11/2018,11,2018-0124,CONDUCTOR,MASCULINO,CARGAS
29,16/11/2018,2018,16,17/11/2018,11,2018-0125,PEATON,MASCULINO,PEATON
27,18/11/2018,2018,18,23/11/2018,11,2018-0126,CONDUCTOR,MASCULINO,MOTO
29,19/11/2018,2018,19,19/11/2018,11,2018-0127,CONDUCTOR,MASCULINO,MOTO
39,25/11/2018,2018,25,25/11/2018,11,2018-0128,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO
49,25/11/2018,2018,25,25/11/2018,11,2018-0128,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO
37,28/11/2018,2018,28,30/11/2018,11,2018-0129,CONDUCTOR,MASCULINO,MOTO
SD,3/12/2018,2018,3,3/12/2018,12,2018-0130,CONDUCTOR,MASCULINO,MOTO
29,7/12/2018,2018,7,7/12/2018,12,2018-0131,CONDUCTOR,MASCULINO,MOTO
70,12/12/2018,2018,12,12/12/2018,12,2018-0132,PEATON,MASCULINO,PEATON
60,12/12/2018,2018,12,12/12/2018,12,2018-0133,PEATON,FEMENINO,PEATON
56,12/12/2018,2018,12,13/12/2018,12,2018-0134,PEATON,MASCULINO,PEATON
80,18/12/2018,2018,18,22/12/2018,12,2018-0135,PEATON,MASCULINO,PEATON
70,18/12/2018,2018,18,18/12/2018,12,2018-0136,PEATON,FEMENINO,PEATON
29,18/12/2018,2018,18,19/12/2018,12,2018-0137,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
79,21/12/2018,2018,21,21/12/2018,12,2018-0138,PASAJERO_ACOMPAÑANTE,FEMENINO,PASAJEROS
28,22/12/2018,2018,22,24/12/2018,12,2018-0139,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
78,22/12/2018,2018,22,22/12/2018,12,2018-0140,CONDUCTOR,MASCULINO,AUTO
75,22/12/2018,2018,22,24/12/2018,12,2018-0141,PEATON,MASCULINO,PEATON
32,25/12/2018,2018,25,1/1/2019,12,2018-0142,PASAJERO_ACOMPAÑANTE,MASCULINO,CARGAS
22,29/12/2018,2018,29,29/12/2018,12,2018-0143,CONDUCTOR,MASCULINO,MOTO
25,8/1/2019,2019,8,8/1/2019,1,2019-0001,CONDUCTOR,MASCULINO,MOTO
32,9/1/2019,2019,9,9/1/2019,1,2019-0002,CONDUCTOR,MASCULINO,AUTO
23,12/1/2019,2019,12,12/1/2019,1,2019-0003,CONDUCTOR,MASCULINO,MOTO
71,14/1/2019,2019,14,14/1/2019,1,2019-0004,CONDUCTOR,MASCULINO,AUTO
43,19/1/2019,2019,19,19/1/2019,1,2019-0005,CONDUCTOR,MASCULINO,MOTO
12,23/1/2019,2019,23,23/1/2019,1,2019-0006,PEATON,FEMENINO,PEATON
35,26/1/2019,2019,26,26/1/2019,1,2019-0007,CONDUCTOR,MASCULINO,MOTO
42,30/1/2019,2019,30,31/1/2019,1,2019-0008,CONDUCTOR,MASCULINO,MOTO
34,31/1/2019,2019,31,31/1/2019,1,2019-0009,CONDUCTOR,MASCULINO,MOTO
59,2/2/2019,2019,2,2/2/2019,2,2019-0010,PEATON,MASCULINO,PEATON
SD,2/2/2019,2019,2,2/2/2019,2,2019-0010,PEATON,MASCULINO,PEATON
SD,10/2/2019,2019,10,10/2/2019,2,2019-0011,PEATON,MASCULINO,PEATON
31,17/2/2019,2019,17,20/2/2019,2,2019-0012,CONDUCTOR,MASCULINO,MOTO
39,20/2/2019,2019,20,2/3/2019,2,2019-0013,PEATON,MASCULINO,PEATON
69,20/2/2019,2019,20,20/2/2019,2,2019-0014,CONDUCTOR,MASCULINO,MOTO
21,23/2/2019,2019,23,23/2/2019,2,2019-0015,CONDUCTOR,MASCULINO,AUTO
40,24/2/2019,2019,24,24/2/2019,2,2019-0016,CONDUCTOR,MASCULINO,MOTO
22,3/3/2019,2019,3,7/3/2019,3,2019-0017,CONDUCTOR,MASCULINO,AUTO
29,3/3/2019,2019,3,3/3/2019,3,2019-0018,PEATON,FEMENINO,PEATON
SD,6/3/2019,2019,6,26/03/2019,3,2019-0019,CONDUCTOR,MASCULINO,MOTO
43,7/3/2019,2019,7,7/3/2019,3,2019-0020,CONDUCTOR,MASCULINO,MOTO
23,15/3/2019,2019,15,16/3/2019,3,2019-0021,CONDUCTOR,MASCULINO,MOTO
SD,15/3/2019,2019,15,15/3/2019,3,2019-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO
34,16/3/2019,2019,16,16/3/2019,3,2019-0023,CONDUCTOR,MASCULINO,AUTO
32,19/3/2019,2019,19,19/3/2019,3,2019-0024,CONDUCTOR,MASCULINO,MOTO
27,22/3/2019,2019,22,4/4/2019,3,2019-0025,PEATON,MASCULINO,PEATON
SD,28/3/2019,2019,28,28/3/2019,3,2019-0026,PEATON,MASCULINO,PEATON
37,28/3/2019,2019,28,28/3/2019,3,2019-0027,CICLISTA,MASCULINO,BICICLETA
SD,6/4/2019,2019,6,6/4/2019,4,2019-0028,PEATON,FEMENINO,PEATON
27,7/4/2019,2019,7,7/4/2019,4,2019-0029,CONDUCTOR,MASCULINO,MOTO
25,9/4/2019,2019,9,9/4/2019,4,2019-0030,CONDUCTOR,MASCULINO,MOTO
20,12/4/2019,2019,12,12/4/2019,4,2019-0031,CICLISTA,MASCULINO,BICICLETA
83,16/4/2019,2019,16,18/4/2019,4,2019-0032,PEATON,FEMENINO,PEATON
25,18/4/2019,2019,18,18/4/2019,4,2019-0033,CONDUCTOR,MASCULINO,MOTO
SD,21/4/2019,2019,21,21/4/2019,4,2019-0034,CONDUCTOR,MASCULINO,MOTO
75,23/4/2019,2019,23,23/4/2019,4,2019-0035,PEATON,FEMENINO,PEATON
34,26/4/2019,2019,26,2/5/2019,4,2019-0036,CONDUCTOR,MASCULINO,MOTO
17,1/5/2019,2019,1,1/5/2019,5,2019-0037,CONDUCTOR,MASCULINO,MOTO
42,4/5/2019,2019,4,5/5/2019,5,2019-0038,PEATON,FEMENINO,PEATON
28,9/5/2019,2019,9,9/5/2019,5,2019-0039,CONDUCTOR,MASCULINO,MOTO
44,9/5/2019,2019,9,15/5/2019,5,2019-0040,CONDUCTOR,MASCULINO,MOTO
78,11/5/2019,2019,11,11/5/2019,5,2019-0041,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO
39,14/5/2019,2019,14,14/5/2019,5,2019-0042,PEATON,MASCULINO,PEATON
SD,21/5/2019,2019,21,21/5/2019,5,2019-0043,CICLISTA,FEMENINO,BICICLETA
77,27/5/2019,2019,27,29/5/2019,5,2019-0044,PEATON,FEMENINO,PEATON
